Player_ID,Name,DOB,Salary,Goals,Club_Name
1716,Filippo Romagna,1997-05-26,,0,Sassuolo
1717,Daniel Podence,1995-10-21,,12,Wolves
1718,Guido Guerrieri,1996-02-25,,0,Salernitana
1719,Álvaro García,1992-10-27,,30,Vallecano
1720,Domingos Duarte,1995-03-10,,6,Getafe
1721,Wilson Manafá,1994-07-23,,0,Granada
1722,João Palhinha,1995-07-09,,10,Tottenham
1723,Vanja Milinković-Savić,1997-02-20,,0,Napoli
1724,Marco Festa,1992-06-06,,0,Crotone
1725,Amir Rrahmani,1994-02-24,,12,Napoli
1726,Simone Bastoni,1996-11-05,,7,Empoli
1727,Gregor Kobel,1997-12-06,,0,Dortmund
1728,Rúben Dias,1997-05-14,,5,Man City
1729,Kasey Palmer,1996-11-09,,0,Luton
1730,Jemerson,1992-08-24,,4,Metz
1731,Adam Jakubech,1997-01-02,,0,Lille
1732,Calvin Verdonk,1997-04-26,,0,Lille
1733,Nikola Maras,1995-12-19,,0,Alaves
1734,Boris Radunović,1996-05-26,,0,Cagliari
1735,Elhan Kastrati,1997-02-02,,0,
1736,Jari Vandeputte,1996-02-14,,0,Cremonese
1737,Tosin Adarabioyo,1997-09-24,,4,Chelsea
1738,Max Lowe,1997-05-11,,0,Sheffield United
1739,Dominic Solanke,1997-09-14,,41,Tottenham
1740,Dean Henderson,1997-03-12,,0,Crystal Palace
1741,Marcus Rashford,1997-10-31,,93,Barcelona
1742,Carl Starfelt,1995-06-01,,2,Celta
1743,Chang-hoon Kwon,1994-06-30,,15,Freiburg
1744,Komnen Andric,1995-07-01,,4,Clermont
1745,Eduard Löwen,1997-01-28,,7,Bochum
1746,Iván Arboleda,1996-04-21,,0,Vallecano
1747,Sedrick Kalombo,1995-02-08,,0,Salernitana
1748,Joachim Andersen,1996-05-31,,5,Fulham
1749,Daniel Iversen,1997-07-19,,0,Leicester
1750,Giacomo Ricci,1996-09-02,,0,Parma
1751,Álvaro Fidalgo,1997-04-09,,1,Betis
1752,Aleix García,1997-06-28,,12,Leverkusen
1753,Suat Serdar,1997-04-11,,23,Verona
1754,Marin Jakolis,1996-12-26,,0,Angers
1755,Filip Krovinovic,1995-08-29,,0,West Brom
1756,Timothy Castagne,1995-12-05,,11,Fulham
1757,Ryan Manning,1996-06-14,,0,Southampton
1758,Antonio Puertas,1992-02-21,,16,Granada
1759,Unai Simón,1997-06-11,,0,Ath Bilbao
1760,David Raya,1995-09-15,,0,Arsenal
1761,Johan Mojica,1992-08-21,,3,Mallorca
1762,Jefferson Lerma,1994-10-25,,10,Crystal Palace
1763,Roger Assalé,1993-11-13,,3,Dijon
1764,Kevin Danso,1998-09-19,,7,Tottenham
1765,Maximilian Wöber,1998-02-04,,2,Werder Bremen
1766,Joan Jordán,1994-07-06,,18,Sevilla
1767,Kasim Adams,1995-06-22,,1,Hoffenheim
1768,Víctor Camarasa,1994-05-28,,13,Betis
1769,Aleksandr Golovin,1996-05-30,,35,Monaco
1770,Hamza Sakhi,1996-06-07,,1,Auxerre
1771,Gastón Pereiro,1995-06-11,,7,Genoa
1772,Vukasin Jovanovic,1996-05-17,,0,
1773,Reece Burke,1996-09-02,,0,Luton
1774,Nikolai Rehnen,1997-02-04,,0,Bielefeld
1775,Viktor Tsygankov,1997-11-15,,18,Girona
1776,Jean-Kévin Augustin,1997-06-16,,14,Nantes
1777,Robin Fellhauer,1998-01-21,,2,Augsburg
1778,Patrick Cutrone,1998-01-03,,29,Como
1779,Manuel Locatelli,1998-01-08,,15,Juventus
1780,Noah Loosli,1997-01-23,,0,Bochum
1781,Sergej Milinković-Savić,1995-02-27,,57,Lazio
1782,Benjamin Bourigeaud,1994-01-14,,54,Rennes
1783,Gonzalo Escalante,1993-03-27,,20,Cadiz
1784,Cyrille Bayala,1996-05-24,,1,Ajaccio
1785,Adam Buksa,1996-07-12,,2,Udinese
1786,Julian Kristoffersen,1997-05-10,,0,Salernitana
1787,Arkadiusz Reca,1995-06-17,,3,Spezia
1788,Mathias Rasmussen,1997-11-25,,0,St Pauli
1789,Sandi Lovrić,1998-03-28,,8,Verona
1790,Fabrizio Angileri,1994-03-15,,0,Getafe
1791,Renzo Saravia,1993-06-16,,0,Valencia
1792,Gerard Gumbau,1994-12-18,,3,Vallecano
1793,Dong-jun Lee,1997-02-01,,0,Hertha
1794,Frank Ronstadt,1997-07-21,,0,Darmstadt
1795,Andrei Girotto,1992-02-17,,12,Nantes
1796,Vitaly Janelt,1998-05-10,,10,Brentford
1797,Robert Skov,1996-05-20,,13,Union Berlin
1798,Saîf-Eddine Khaoui,1995-04-27,,18,Clermont
1799,Lauri Ala-Myllymäki,1997-06-04,,0,Venezia
1800,Serhou Guirassy,1996-03-12,,107,Dortmund
1801,Milos Vulic,1996-08-19,,1,Crotone
1802,Stoichkov,1993-11-05,,0,Alaves
1803,Mihailo Ristic,1995-10-31,,2,Celta
1804,Óttar Magnús Karlsson,1997-02-21,,0,Venezia
1805,Chris Führich,1998-01-09,,22,Stuttgart
1806,Tony Mauricio,1994-03-22,,0,Lens
1807,Daniel-Kofi Kyereh,1996-03-08,,2,Freiburg
1808,Issa Diop,1997-01-09,,13,Fulham
1809,Joris Mendy,1997-05-13,,0,Lorient
1810,Allan Saint-Maximin,1997-03-12,,26,Lens
1811,Jordan Tell,1997-06-10,,1,Clermont
1812,Kingsley Ehizibue,1995-05-25,,3,Udinese
1813,Vincent Vermeij,1994-08-09,,0,Freiburg
1814,Robin Gosens,1994-07-05,,41,Fiorentina
1815,Danilo Barbosa,1996-02-28,,0,Nice
1816,Adrian Beck,1997-06-09,,6,Heidenheim
1817,Viktor Johansson,1998-09-14,,0,
1818,Morten Behrens,1997-04-01,,0,Darmstadt
1819,Ivan Saponjic,1997-08-02,,1,Ath Madrid
1820,Felix Passlack,1998-05-29,,5,Bochum
1821,Moses Simon,1995-07-12,,37,
1822,Saturnin Allagbé,1993-11-22,,0,Dijon
1823,Augusto Batalla,1996-04-30,,0,Vallecano
1824,Niklas Schmidt,1998-03-01,,4,Toulouse
1825,Hans Hateboer,1994-01-09,,6,Lyon
1826,Karim Azamoum,1990-01-17,,3,Troyes
1827,Christian Gebauer,1993-12-20,,1,Bielefeld
1828,David Costas,1995-03-26,,1,
1829,Nolan Mbemba,1995-02-19,,1,Le Havre
1830,Steven Fortes,1992-04-17,,0,Lens
1831,Samuel Gigot,1993-10-12,,7,Lazio
1832,David Brooks,1997-07-08,,11,Bournemouth
1833,Jason Denayer,1995-06-28,,6,Lyon
1834,Gian Marco Ferrari,1992-05-15,,12,Sassuolo
1835,Angeliño,1997-01-04,,9,Roma
1836,Martin Valjent,1995-12-11,,3,Mallorca
1837,Josan,1989-12-03,,7,
1838,Rominigue Kouamé,1996-12-17,,2,Cadiz
1839,Antonio Raíllo,1991-10-08,,10,Mallorca
1840,Florian Neuhaus,1997-03-16,,22,M'gladbach
1841,Borja Iglesias,1993-01-17,,78,Celta
1842,Martín Calderón,1999-03-01,,0,Cadiz
1843,Sebastiano Luperto,1996-09-06,,5,Cremonese
1844,Aníbal Chalá,1996-05-09,,0,Dijon
1845,Luis Rioja,1993-10-16,,17,Valencia
1846,Marco Richter,1997-11-24,,24,Mainz
1847,Nils Seufert,1997-02-03,,0,Greuther Furth
1848,Harry Wilson,1997-03-22,,28,Fulham
1849,Stefano Moreo,1993-06-30,,6,
1850,Elvis Rexhbecaj,1997-11-01,,12,Augsburg
1851,Álvaro Odriozola,1995-12-14,,4,Sociedad
1852,Alberth Elis,1996-02-12,,9,Brest
1853,Kenedy,1996-02-08,,9,Valladolid
1854,Alassane N'Diaye,1991-06-14,,0,Ajaccio
1855,Iván Alejo,1995-02-10,,4,Cadiz
1856,Mario Hermoso,1995-06-18,,11,Roma
1857,Paolo Bartolomei,1989-08-22,,0,Cremonese
1858,Lucas Hernández,1996-02-14,,2,Paris SG
1859,Luis Milla,1994-10-07,,5,Getafe
1860,Rémy Descamps,1996-06-25,,0,Lyon
1861,Presnel Kimpembe,1995-08-13,,1,Paris SG
1862,Marin Pongracic,1997-09-11,,2,Fiorentina
1863,Marin Šverko,1998-02-04,,1,Venezia
1864,Timo Becker,1997-03-25,,0,Holstein Kiel
1865,Giovanni Simeone,1995-07-05,,73,Napoli
1866,Álvaro Jiménez,1995-05-19,,1,Cadiz
1867,José Carlos Lazo,1996-02-16,,1,Espanol
1868,Marcos Llorente,1995-01-30,,24,Ath Madrid
1869,Javi Muñoz,1995-02-28,,3,Getafe
1870,Sergio Reguilón,1996-12-16,,4,Tottenham
1871,Lukas Klünter,1996-05-26,,2,Hertha
1872,Maximilian Mittelstädt,1997-03-18,,9,Stuttgart
1873,Benito Ramírez,1995-07-11,,1,Las Palmas
1874,Augusto Solari,1992-01-03,,2,Celta
1875,Enric Franquesa,1997-02-26,,1,Leganes
1876,Álex Collado,1999-04-22,,3,
1877,Alfie Whiteman,1998-10-02,,0,Tottenham
1878,Pablo Martínez,1989-02-21,,5,Nimes
1879,Luke O'Nien,1994-11-21,,0,
1880,Noah Joel Sarenren Bazee,1996-08-21,,2,Augsburg
1881,Oualid El Hajjam,1991-02-19,,2,Le Havre
1882,Tarsis Bonga,1997-01-10,,0,Bochum
1883,Blendi Idrizi,1998-05-02,,1,Schalke 04
1884,Iñaki Peña,1999-03-02,,0,
1885,Rasmus Nicolaisen,1997-03-16,,2,Toulouse
1886,Luca Zidane,1998-05-13,,0,Granada
1887,Mathias Honsak,1996-12-20,,6,Heidenheim
1888,Ignacio Pussetto,1995-12-21,,12,Sampdoria
1889,Tomáš Souček,1995-02-27,,40,West Ham
1890,Mattia Zaccagni,1995-06-16,,40,Lazio
1891,Florian Dietz,1998-08-03,,1,FC Koln
1892,Ludovic Ajorque,1994-02-25,,74,Brest
1893,Robin Hack,1998-08-27,,15,M'gladbach
1894,Paul Jaeckel,1998-07-22,,1,Union Berlin
1895,Moritz Nicolas,1997-10-21,,0,M'gladbach
1896,Dion Charles,1995-10-07,,0,
1897,Conan Ledesma,1993-02-13,,0,Cadiz
1898,Aarón Escandell,1995-09-27,,0,
1899,Tommaso Augello,1994-08-30,,5,Cagliari
1900,Nehuén Paz,1993-04-28,,1,Bologna
1901,Jonathan Calleri,1993-09-23,,25,Osasuna
1902,Manuel Akanji,1995-07-19,,8,Inter
1903,Ramy Bensebaini,1995-04-16,,25,Dortmund
1904,Florian Müller,1997-11-13,,0,Freiburg
1905,Carles Aleñá,1998-01-05,,8,Alaves
1906,Marc Cucurella,1998-07-22,,12,Chelsea
1907,Álvaro Bravo,1998-02-04,,0,Granada
1908,Óscar Rodríguez,1998-06-28,,18,Leganes
1909,Will Norris,1993-08-12,,0,Burnley
1910,Baptiste Santamaria,1995-03-09,,8,Valencia
1911,Lorenzo Simonetti,1996-08-28,,0,Parma
1912,Ainsley Maitland-Niles,1997-08-29,,4,Lyon
1913,Nathan de Medina,1997-10-08,,0,Bielefeld
1914,Guglielmo Vicario,1996-10-07,,0,Tottenham
1915,Lorenzo Pellegrini,1996-06-19,,49,Roma
1916,Eric Bailly,1994-04-12,,2,
1917,Pau López,1994-12-13,,0,Betis
1918,Jorge Meré,1997-04-17,,2,Cadiz
1919,Ramón Folch,1989-10-04,,0,
1920,Dejan Ljubicic,1997-10-08,,8,FC Koln
1921,Luca Vignali,1996-01-11,,0,Spezia
1922,Alfie Mawson,1994-01-19,,6,Fulham
1923,Sofyan Amrabat,1996-08-21,,2,Betis
1924,Pawel Jaroszynski,1994-10-02,,0,Salernitana
1925,Assane Dioussé,1997-09-20,,1,Auxerre
1926,Antonio Palumbo,1996-08-06,,0,Sampdoria
1927,Fabrizio Alastra,1997-10-01,,0,Parma
1928,Luca Fiordilino,1996-07-25,,0,Venezia
1929,Antonino La Gumina,1996-03-06,,2,Sampdoria
1930,Tim Skarke,1996-09-07,,10,Union Berlin
1931,Ludovic Blas,1997-12-31,,52,Rennes
1932,Ousmane Dembélé,1997-05-15,,74,Paris SG
1933,Donny van de Beek,1997-04-18,,5,Girona
1934,Adrián Embarba,1992-05-07,,20,Vallecano
1935,Marcus Harness,1996-02-24,,0,Ipswich
1936,Phillip Tietz,1997-07-09,,17,Mainz
1937,Unai Etxebarria,1996-08-30,,0,Valencia
1938,Léo Jardim,1995-03-20,,0,Lille
1939,Mads Pedersen,1996-09-01,,3,Augsburg
1940,Juan Ramos,1996-09-01,,0,Spezia
1941,Joseph Minala,1996-08-24,,0,Lazio
1942,Patryk Dziczek,1998-03-25,,0,Lazio
1943,Kamil Jóźwiak,1998-04-22,,0,Granada
1944,Christopher Antwi-Adjei,1994-02-07,,7,Bochum
1945,Stéphane Sparagna,1995-02-17,,0,Marseille
1946,Jon Bautista,1995-07-03,,6,Sociedad
1947,Andoni Gorosabel,1996-08-04,,1,Ath Bilbao
1948,Jon Guridi,1995-02-28,,7,Alaves
1949,Martín Merquelanz,1995-06-12,,0,Sociedad
1950,Luca Sangalli,1995-02-10,,1,Sociedad
1951,Dylan Batubinsika,1996-02-15,,1,St Etienne
1952,Yerry Mina,1994-09-23,,11,Cagliari
1953,Orel Mangala,1998-03-18,,7,Lyon
1954,Rafael Ratão,1995-11-30,,5,Toulouse
1955,Jens Stage,1996-11-08,,23,Werder Bremen
1956,Ashley Fletcher,1995-10-02,,0,Watford
1957,Hassane Kamara,1994-03-05,,7,Udinese
1958,Kevin Rüegg,1998-08-05,,0,Verona
1959,Mauro Arambarri,1995-09-30,,21,Getafe
1960,Antonio Valera,1996-08-17,,0,Huesca
1961,Yann Bodiger,1995-02-09,,2,Cadiz
1962,Jean Butez,1995-06-08,,0,Como
1963,Anthony Mandréa,1996-12-25,,0,
1964,Alexandre Mendy,1994-03-20,,14,
1965,Ellyes Skhiri,1995-05-10,,30,Ein Frankfurt
1966,Sada Thioub,1995-06-01,,6,Angers
1967,Dejan Vokić,1996-06-12,,0,Benevento
1968,Moreto Cassamá,1998-02-16,,3,Reims
1969,Maxime Lopez,1997-12-04,,8,
1970,Moussa Niakhaté,1996-03-08,,10,Lyon
1971,Jean-Luc Dompé,1995-08-12,,3,
1972,Marcin Listkowski,1998-02-10,,0,Lecce
1973,Leon Schaffran,1998-07-31,,0,Greuther Furth
1974,Giovanni Crociata,1997-08-11,,1,Empoli
1975,Ferland Mendy,1995-06-08,,6,Real Madrid
1976,Lys Mousset,1996-02-08,,9,Bochum
1977,Jordan Hugill,1992-06-04,,0,Norwich
1978,Hee-chan Hwang,1996-01-26,,24,Wolves
1979,Eric Smith,1997-01-08,,3,St Pauli
1980,Dimitrios Nikolaou,1998-08-13,,1,Spezia
1981,Wout Faes,1998-04-03,,7,Monaco
1982,Jonathan Bamba,1996-03-26,,41,Celta
1983,Aloïs Confais,1996-09-07,,0,Le Havre
1984,Borna Sosa,1998-01-21,,3,Crystal Palace
1985,Nikola Vlašić,1997-10-04,,14,Torino
1986,Amer Gojak,1997-02-13,,1,Torino
1987,Amir Hadziahmetovic,1997-03-08,,0,
1988,Matija Sarkic,1997-07-23,,0,Wolves
1989,Jacob Bruun Larsen,1998-09-19,,16,Burnley
1990,Dani Olmo,1998-05-07,,34,Barcelona
1991,Oriol Rey,1998-02-25,,0,Levante
1992,Josh Brownhill,1995-12-19,,6,Burnley
1993,Habib Maïga,1996-01-01,,5,Metz
1994,James Maddison,1996-11-23,,56,Tottenham
1995,Chris Bedia,1996-03-05,,1,Union Berlin
1996,Franck Kessié,1996-12-19,,42,Barcelona
1997,Mathías Suárez,1996-06-24,,0,Montpellier
1998,Koji Miyoshi,1997-03-26,,1,Bochum
1999,Toni Moya,1998-03-20,,0,Alaves
2000,Taiwo Awoniyi,1997-08-12,,39,Nott'm Forest
2001,Isaac Success,1996-01-07,,13,Udinese
2002,Keidi Bare,1997-08-28,,1,Espanol
2003,Dimitrios Giannoulis,1995-10-17,,3,Augsburg
2004,Luca Itter,1999-01-05,,0,Greuther Furth
2005,Arne Maier,1999-01-08,,8,Augsburg
2006,Fodé Ballo-Touré,1997-01-03,,1,Metz
2007,Timon Weiner,1999-01-18,,0,Holstein Kiel
2008,Max O'Leary,1996-10-10,,0,West Brom
2009,Walter Benítez,1993-01-19,,0,Crystal Palace
2010,Steffen Tigges,1998-07-31,,12,FC Koln
2011,Liam Cullen,1999-04-23,,0,
2012,Tyler Roberts,1999-01-12,,2,Leeds
2013,Hamari Traoré,1992-01-27,,7,
2014,Iván Villar,1997-07-09,,0,Celta
2015,Joe Rodon,1997-10-22,,3,Leeds
2016,Mikey Johnston,1999-04-19,,0,West Brom
2017,Woo-yeong Jeong,1999-09-20,,18,Union Berlin
2018,Riccardo Marchizza,1998-03-26,,0,Frosinone
2019,Simone Muratore,1998-05-30,,0,Atalanta
2020,Harry Souttar,1998-10-22,,0,Leicester
2021,Antonio Sivera,1996-08-11,,0,Alaves
2022,Oli McBurnie,1996-06-04,,16,Las Palmas
2023,Kike Barja,1997-04-01,,6,Osasuna
2024,Eray Cömert,1998-02-04,,5,Valencia
2025,David García,1994-02-14,,8,Osasuna
2026,Miro Muheim,1998-03-24,,0,
2027,Juan Pérez,1996-07-15,,0,Osasuna
2028,Pol Lirola,1997-08-13,,9,Verona
2029,Borja Mayoral,1997-04-05,,64,Getafe
2030,Javi Ontiveros,1997-09-09,,6,Osasuna
2031,Koke Vegas,1995-09-27,,0,Levante
2032,Mikel Vesga,1993-04-08,,11,Ath Bilbao
2033,Pontus Almqvist,1999-07-10,,3,Parma
2034,Francesco Cassata,1997-07-16,,5,Genoa
2035,Michele Di Gregorio,1997-07-27,,0,Juventus
2036,Samuele Perisan,1997-08-21,,0,Empoli
2037,Naby Keïta,1995-02-10,,21,Werder Bremen
2038,Toni Martínez,1997-06-30,,9,Alaves
2039,Gaetano Castrovilli,1997-02-17,,12,Lazio
2040,Simone Pinna,1997-10-17,,0,Cagliari
2041,Jeff Chabot,1998-02-12,,5,Stuttgart
2042,Fikayo Tomori,1997-12-19,,7,Milan
2043,Ionuț Radu,1997-05-28,,0,Celta
2044,Alen Sherri,1997-12-15,,0,Cagliari
2045,Fred Onyedinma,1996-11-24,,0,Luton
2046,Albert Gudmundsson,1997-06-15,,21,Fiorentina
2047,Nano Mesa,1995-02-05,,1,Cadiz
2048,Dominic Calvert-Lewin,1997-03-16,,67,Leeds
2049,Jason Berthomier,1990-01-06,,1,Clermont
2050,Benjamin Tetteh,1997-07-10,,0,Metz
2051,Masaya Okugawa,1996-04-14,,9,Augsburg
2052,Sirlord Conteh,1996-07-09,,3,Heidenheim
2053,Matt Clarke,1996-09-22,,0,Brighton
2054,Fede San Emeterio,1997-03-16,,1,Cadiz
2055,Dario Maresic,1999-09-29,,0,Reims
2056,Mergim Berisha,1998-05-11,,10,Hoffenheim
2057,Ado Onaiwu,1995-11-08,,6,Auxerre
2058,Rolando Mandragora,1997-06-29,,23,Fiorentina
2059,Sergio González,1992-04-20,,2,Leganes
2060,Brais Méndez,1997-01-07,,41,Sociedad
2061,Jan Mlakar,1998-10-23,,0,
2062,Lennart Grill,1999-01-25,,0,Union Berlin
2063,Kai Havertz,1999-06-11,,77,Arsenal
2064,Aristóteles Romero,1995-10-18,,0,Crotone
2065,Tyronne Ebuehi,1995-12-16,,2,Empoli
2066,Giangiacomo Magnani,1995-10-04,,2,Verona
2067,Paulo Azzi,1994-07-15,,0,Cagliari
2068,Alfonso Espino,1992-01-05,,4,Vallecano
2069,José Antonio Martínez,1993-02-12,,0,Eibar
2070,Alessandro Gabrielloni,1994-07-10,,1,Como
2071,Gorka Zabarte,1999-01-09,,0,Osasuna
2072,Kuki Zalazar,1998-05-05,,0,Valladolid
2073,Otávio,1994-05-04,,3,
2074,Luca Ravanelli,1997-01-06,,0,Cremonese
2075,Bryan Cabezas,1997-03-20,,0,Atalanta
2076,Daniele Sommariva,1997-07-18,,0,Genoa
2077,Silvere Ganvoula,1996-06-29,,0,Monza
2078,Dalbert,1993-09-08,,0,Inter
2079,Paolo Ghiglione,1997-02-02,,2,Cremonese
2080,Pablo Galdames,1996-12-30,,1,Genoa
2081,Karlan Grant,1997-09-18,,5,West Brom
2082,Tom Davies,1998-06-30,,6,Sheffield United
2083,Josh Laurent,1995-05-06,,1,Burnley
2084,Lukas Nmecha,1998-12-14,,22,Leeds
2085,Reece Oxford,1998-12-16,,2,Augsburg
2086,Trent Alexander-Arnold,1998-10-07,,18,Real Madrid
2087,Kyle Edwards,1998-02-17,,0,West Brom
2088,Marcus Edwards,1998-12-03,,1,Burnley
2089,Admiral Muskwe,1998-08-21,,0,Luton
2090,Jae-sung Lee,1992-08-10,,28,Mainz
2091,Brahim Díaz,1999-08-03,,26,Real Madrid
2092,Jarrod Bowen,1996-12-20,,64,West Ham
2093,Jérôme Hergault,1986-04-05,,2,Lorient
2094,Dimitri Liénard,1988-02-13,,11,Strasbourg
2095,Pedro Pereira,1998-01-22,,1,Monza
2096,Benjaloud Youssouf,1994-02-11,,0,
2097,Karl Toko Ekambi,1992-09-14,,75,Rennes
2098,Justin Bijlow,1998-01-22,,0,Genoa
2099,Timothy Fosu-Mensah,1998-01-02,,0,Leverkusen
2100,Azor Matusiwa,1998-04-28,,3,Rennes
2101,Jake Hesketh,1996-03-27,,0,Southampton
2102,Jeffrey de Lange,1998-04-01,,0,Marseille
2103,Aymen Barkok,1998-05-21,,5,Mainz
2104,Diadié Samassékou,1996-01-11,,2,Hoffenheim
2105,Christian Pulisic,1998-09-18,,64,Milan
2106,Mirko Antonucci,1999-03-11,,0,Roma
2107,Alessandro Bastoni,1999-04-13,,6,Inter
2108,Gianluigi Donnarumma,1999-02-25,,0,Man City
2109,Filippo Melegoni,1999-02-18,,1,Genoa
2110,Andrea Pinamonti,1999-05-19,,56,Sassuolo
2111,Gianluca Scamacca,1999-01-01,,47,Atalanta
2112,Scott McTominay,1996-12-08,,37,Napoli
2113,Ben Chilwell,1996-12-21,,13,Strasbourg
2114,Moussa Doumbia,1994-08-15,,5,Reims
2115,Martin Ødegaard,1998-12-17,,38,Arsenal
2116,Jake Clarke-Salter,1997-09-22,,0,Chelsea
2117,Moritz-Broni Kwarteng,1998-04-28,,0,Bochum
2118,Dominik Greif,1997-04-06,,0,Lyon
2119,Nikola Moro,1998-03-12,,4,Bologna
2120,Marko Johansson,1998-08-25,,0,Bochum
2121,Adrian Semper,1998-01-12,,0,
2122,Ron-Thorben Hoffmann,1999-04-04,,0,Bayern Munich
2123,Marko Rog,1995-07-19,,3,Cagliari
2124,David Raum,1998-04-22,,9,RB Leipzig
2125,Matvey Safonov,1999-02-25,,0,Paris SG
2126,Olivier Boscagli,1997-11-18,,1,Brighton
2127,Romain Perraud,1997-09-22,,9,Lille
2128,Marcus Thuram,1997-08-06,,80,Inter
2129,Karlo Letica,1997-02-11,,0,Sampdoria
2130,Jakub Jankto,1996-01-19,,18,Cagliari
2131,Andrea Danzi,1999-02-25,,0,Verona
2132,Claudiu Micovschi,1999-05-19,,0,Genoa
2133,Alexandru Tirlea,2000-03-28,,0,Alaves
2134,Daniel James,1997-11-10,,12,Leeds
2135,Dani Ceballos,1996-08-07,,7,Real Madrid
2136,Mathias Jensen,1996-01-01,,10,Brentford
2137,Elijah Adebayo,1998-01-07,,10,Luton
2138,Toni Lato,1997-11-21,,3,Mallorca
2139,Sebastian Szymanski,1999-05-10,,1,Rennes
2140,Rok Vodisek,1998-12-05,,0,Genoa
2141,Cy Goddard,1997-04-02,,0,Benevento
2142,Hannes Wolf,1999-04-16,,4,M'gladbach
2143,Keanan Bennetts,1999-03-09,,0,M'gladbach
2144,Emiliano Buendía,1996-12-25,,18,Aston Villa
2145,Denzel Dumfries,1996-04-18,,18,Inter
2146,Dennis Hadzikadunic,1998-07-09,,0,Sampdoria
2147,Isac Lidberg,1998-09-08,,0,Darmstadt
2148,Thomas Isherwood,1998-01-28,,0,Darmstadt
2149,Jean-Victor Makengo,1998-06-12,,7,Lorient
2150,Joël Schmied,1998-09-23,,0,FC Koln
2151,Flavius Daniliuc,2001-04-27,,1,Verona
2152,Benson Manuel,1997-03-28,,0,Burnley
2153,Gustavo Hamer,1997-06-24,,4,Sheffield United
2154,Benjamin Källman,1998-06-17,,0,
2155,Matteo Gabbia,1999-10-21,,4,Milan
2156,Giacomo Satalino,1999-05-20,,0,Sassuolo
2157,Bruno Bertinato,1998-05-31,,0,Venezia
2158,Walace,1995-04-04,,6,Udinese
2159,James Bree,1997-12-11,,0,Southampton
2160,Christoph Baumgartner,1999-08-01,,44,RB Leipzig
2161,Fabio Depaoli,1997-04-24,,3,Sampdoria
2162,Ollie Watkins,1995-12-30,,75,Aston Villa
2163,Youssef Maleh,1998-08-22,,2,Cremonese
2164,Valerio Mantovani,1996-04-18,,0,Salernitana
2165,Jonathan Ikoné,1998-05-02,,24,
2166,Rayan Souici,1998-02-28,,0,St Etienne
2167,Mahdi Camara,1998-06-30,,23,Rennes
2168,Arnaud Nordin,1998-06-17,,34,Rennes
2169,Maxime Bernauer,1998-07-01,,0,St Etienne
2170,Julian Justvan,1998-04-02,,2,Hoffenheim
2171,Marvelous Nakamba,1994-01-19,,0,Luton
2172,Mama Baldé,1995-11-06,,34,Brest
2173,Viktor Gyökeres,1998-06-04,,0,Arsenal
2174,Filip Uremovic,1997-02-11,,0,Hertha
2175,Oliver Abildgaard,1996-06-10,,0,Como
2176,Donyell Malen,1999-01-19,,44,Roma
2177,Matthijs de Ligt,1999-08-12,,16,Man United
2178,Frenkie de Jong,1997-05-12,,12,Barcelona
2179,Dani Calvo,1994-04-01,,2,
2180,Anuar,1995-01-15,,4,Valladolid
2181,Ridle Baku,1998-04-08,,23,RB Leipzig
2182,Jaroslaw Jach,1994-02-17,,0,Crystal Palace
2183,Akim Zedadka,1995-05-30,,1,Lille
2184,Pepelu,1998-08-11,,11,Valencia
2185,Kristoffer Ajer,1998-04-17,,3,Brentford
2186,Kjetil Haug,1998-06-12,,0,Toulouse
2187,Robin Koch,1996-07-17,,12,Ein Frankfurt
2188,Álex Blanco,1998-12-16,,1,Valencia
2189,Diego Carlos,1993-03-15,,11,Como
2190,Carlo Boukhalfa,1999-05-03,,2,St Pauli
2191,Luca Horn,1998-12-19,,0,Wolfsburg
2192,Raúl Guti,1996-12-30,,3,
2193,Alessio Iovine,1991-02-01,,0,Como
2194,Felix Götze,1998-02-11,,1,Augsburg
2195,Justin Kluivert,1999-05-05,,37,Bournemouth
2196,Benedikt Pichler,1997-07-20,,1,Holstein Kiel
2197,Andrés Tello,1996-09-06,,1,Benevento
2198,Manuel Lazzari,1993-11-29,,7,Lazio
2199,Valery Fernández,1999-11-23,,4,Mallorca
2200,Óscar Mingueza,1999-05-13,,9,Celta
2201,Guillem Jaime,1999-01-06,,0,Barcelona
2202,Riqui Puig,1999-08-13,,2,Barcelona
2203,Tammy Abraham,1997-10-02,,56,Aston Villa
2204,François-Joseph Sollacaro,1994-03-21,,0,Ajaccio
2205,Matteo Pessina,1997-04-21,,21,Monza
2206,Deiver Machado,1993-09-02,,9,Nantes
2207,Weston McKennie,1998-08-28,,19,Juventus
2208,Tyler Adams,1999-02-14,,1,Bournemouth
2209,Valentin Rongier,1994-12-07,,14,Rennes
2210,Sander Berge,1998-02-14,,3,Fulham
2211,Sören Ahlers,1997-09-09,,0,St Pauli
2212,Bingourou Kamara,1996-10-21,,0,Lorient
2213,Joelinton,1996-08-14,,31,Newcastle
2214,Chumi,1999-03-02,,1,Almeria
2215,Bonke Innocent,1996-01-20,,0,Lorient
2216,Dominik Wanner,1999-05-04,,0,Dortmund
2217,Romario Rösch,1999-07-01,,0,Mainz
2218,Sebastian Vasiliadis,1997-10-04,,1,Bielefeld
2219,Jonathan Burkardt,2000-07-11,,50,Ein Frankfurt
2220,Lars Ritzka,1998-05-07,,1,St Pauli
2221,Fabian Kunze,1998-06-14,,0,Bielefeld
